City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
671,Joshimath,IN,30.57,79.57,66.58,59,55,0.4,broken clouds
672,Pankovka,RU,58.5,31.2,56.43,92,99,4.74,overcast clouds
673,Springfield,US,37.22,-93.3,84.2,54,40,9.17,scattered clouds
674,Jalu,LY,29.03,21.55,87.91,38,0,13.58,clear sky
675,Panjab,AF,34.39,67.02,57.9,42,0,4.43,clear sky
676,Labrea,BR,-7.26,-64.8,97.27,21,0,3.18,clear sky
677,Enid,US,36.4,-97.88,86.0,55,75,8.05,broken clouds
678,Diffa,NE,13.32,12.61,83.41,62,31,10.18,scattered clouds
679,Canchungo,GW,12.07,-16.03,75.2,94,75,2.24,thunderstorm with light rain
680,The Valley,AI,18.22,-63.06,86.0,74,20,9.17,few clouds
681,West Wendover,US,40.74,-114.07,96.8,11,1,9.17,clear sky
682,Karacakoy,TR,41.4,28.38,77.0,64,0,13.87,clear sky
683,Beloha,MG,-25.17,45.05,62.37,73,0,15.46,clear sky
684,Ozinki,RU,51.18,49.68,65.93,57,5,7.67,clear sky
685,Marquette,US,46.53,-87.63,57.99,94,100,7.0,light rain
686,Nemuro,JP,43.32,145.57,63.39,93,0,11.25,clear sky
687,Veraval,IN,20.9,70.37,84.6,82,85,4.7,overcast clouds
688,Umba,RU,66.69,34.34,53.06,77,100,1.28,overcast clouds
689,Muli,MV,2.92,73.57,82.44,78,95,10.54,light rain
690,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.6,78,75,18.34,broken clouds
691,Lubana,LV,56.9,26.72,55.6,80,88,3.85,overcast clouds
692,Aksu,CN,41.12,80.26,78.08,27,18,6.35,few clouds
693,Pesqueira,BR,-8.36,-36.7,71.01,70,70,15.21,broken clouds
694,Lodwar,KE,3.12,35.6,84.88,32,13,16.08,few clouds
695,Dawei,MM,14.08,98.2,78.15,88,100,19.48,moderate rain
696,Tawau,MY,4.25,117.89,77.0,94,20,3.36,few clouds
697,Lovozero,RU,68.0,35.01,48.13,90,99,4.54,overcast clouds
698,Praia Da Vitoria,PT,38.73,-27.07,77.0,65,40,10.76,scattered clouds
699,Iskandar,UZ,41.55,69.7,75.2,47,0,6.93,clear sky
700,Victor Harbor,AU,-35.57,138.62,50.0,99,100,5.41,overcast clouds
701,Barentu,ER,15.11,37.59,74.84,78,100,3.53,overcast clouds
702,Coachella,US,33.68,-116.17,107.01,33,1,3.4,clear sky
703,Dawlatabad,AF,36.41,64.91,73.04,24,0,2.06,clear sky
704,Agua Dulce,MX,18.13,-94.13,87.8,70,75,8.39,broken clouds
705,Cadereyta,MX,25.58,-99.98,89.6,49,40,5.82,scattered clouds
706,Praya,CV,14.92,-23.51,84.2,74,20,9.17,few clouds
707,Puri,IN,19.8,85.85,80.6,100,75,15.77,haze
708,Clinton,US,42.59,-82.92,75.0,88,90,10.29,shower rain
709,Valle De Allende,MX,26.93,-105.4,84.65,27,0,13.76,clear sky
710,Manokwari,ID,-0.87,134.08,78.58,79,99,2.8,light rain
711,San Francisco,US,37.77,-122.42,72.0,68,20,16.11,light rain
712,Port Lincoln,AU,-34.73,135.87,52.32,76,100,9.78,overcast clouds
713,Panaba,MX,21.28,-88.27,91.09,58,76,10.51,broken clouds
714,Malanje,AO,-9.54,16.34,69.51,35,63,0.07,broken clouds
715,Coro,VE,11.4,-69.67,90.73,53,80,15.93,broken clouds
716,Lazaro Cardenas,MX,17.96,-102.2,87.75,65,0,11.01,clear sky
717,Boa Vista,BR,2.82,-60.67,84.2,66,75,10.29,broken clouds
718,Pozo Colorado,PY,-23.49,-58.8,91.17,27,0,9.31,clear sky
719,Mananara,MG,-16.17,49.77,67.84,78,30,12.71,scattered clouds
720,Keti Bandar,PK,24.14,67.45,86.47,78,100,14.41,overcast clouds
721,Izhma,RU,65.01,53.91,54.25,96,100,9.08,moderate rain
722,Alihe,CN,50.57,123.72,64.85,94,100,9.01,moderate rain
723,Kapaa,US,22.08,-159.32,80.6,69,20,12.75,few clouds
724,Saint-Augustin,CA,51.23,-58.65,69.42,67,0,17.25,clear sky
725,Dzhebariki-Khaya,RU,62.22,135.8,54.99,72,0,4.27,clear sky
726,Dakar,SN,14.69,-17.44,86.0,74,20,16.11,few clouds
727,Morar,IN,26.23,78.23,86.49,64,51,10.83,broken clouds
728,Uporovo,RU,56.31,66.27,71.94,67,0,10.25,clear sky
729,Columbus,US,39.96,-83.0,73.0,83,90,11.41,overcast clouds
730,Palu,ID,-0.89,119.87,75.6,81,100,2.51,light rain
731,Marzuq,YE,14.4,46.47,82.36,56,0,6.17,clear sky
732,Leshukonskoye,RU,64.9,45.76,50.31,95,100,8.61,overcast clouds
733,Vestmanna,FO,62.16,-7.17,50.0,100,100,13.87,drizzle
734,Marrakesh,MA,31.63,-8.01,98.6,23,40,10.29,scattered clouds
735,Baoshan,CN,46.56,131.42,68.7,94,100,5.55,light rain
736,Raudeberg,NO,61.99,5.14,55.4,82,75,10.29,shower rain
737,Tazovskiy,RU,67.47,78.7,53.2,89,72,6.62,broken clouds
738,Quelimane,MZ,-17.88,36.89,69.8,83,40,2.24,scattered clouds
739,Martinsville,US,36.69,-79.87,93.0,58,75,10.42,broken clouds
740,Carovigno,IT,40.71,17.66,84.99,78,0,3.36,clear sky
741,Santiago,CL,-33.46,-70.65,69.8,26,23,3.36,few clouds
742,Hermiston,US,45.84,-119.29,89.01,25,1,10.29,clear sky
743,Lokoja,NG,7.8,6.74,75.67,86,100,4.74,overcast clouds
744,Brunswick,US,41.24,-81.84,69.8,88,90,18.34,light rain
745,Naze,JP,28.37,129.48,77.0,88,20,2.24,mist
746,Makinsk,KZ,52.63,70.42,69.58,51,0,5.44,clear sky
747,Biak,ID,-0.91,122.88,74.05,87,100,2.93,light rain
748,Coihaique,CL,-45.58,-72.07,46.4,65,75,1.61,broken clouds
749,Teshie,GH,5.58,-0.11,77.0,83,40,16.11,scattered clouds
750,Laja,CL,-37.27,-72.7,59.0,82,40,4.7,scattered clouds
751,Zhangye,CN,38.93,100.45,70.36,40,100,2.39,overcast clouds
752,Siparia,TT,10.13,-61.5,82.99,88,20,4.76,shower rain
753,Coxim,BR,-18.51,-54.76,94.15,18,0,7.14,clear sky
754,Tuy Hoa,VN,13.08,109.3,80.67,76,100,8.19,overcast clouds
755,Bintulu,MY,3.17,113.03,77.0,88,40,4.7,scattered clouds
756,Nytva,RU,57.94,55.33,60.8,72,20,13.42,few clouds
757,Palafrugell,ES,41.92,3.16,78.01,53,90,4.7,overcast clouds
758,Shimoda,JP,34.67,138.95,68.0,95,2,1.66,clear sky
759,Birjand,IR,32.87,59.22,75.2,17,0,6.93,clear sky
760,Chamba,IN,32.57,76.13,73.09,65,0,4.18,clear sky
761,Ukiah,US,39.15,-123.21,91.0,29,1,4.7,clear sky
762,Asfi,MA,32.3,-9.24,73.47,71,45,22.12,scattered clouds
763,Port-Gentil,GA,-0.72,8.78,77.0,78,75,12.84,broken clouds
764,Ionia,US,42.99,-85.07,75.99,73,1,5.82,clear sky
765,Rio Gallegos,AR,-51.62,-69.22,44.6,56,0,6.93,clear sky
766,Ashqelon,IL,31.67,34.57,81.0,59,0,1.99,clear sky
767,Brewster,US,41.4,-73.62,86.0,83,90,10.29,overcast clouds
768,Oum Hadjer,TD,13.3,19.7,75.76,82,100,12.1,overcast clouds
769,Schwedt,DE,53.06,14.28,69.01,88,100,5.68,light rain
770,Zheshart,RU,62.07,49.57,48.45,96,99,6.69,overcast clouds
771,Lamar,US,33.67,-95.58,91.99,43,40,6.93,scattered clouds
772,Payakumbuh,ID,-0.22,100.63,68.18,88,43,2.95,scattered clouds
773,Asyut,EG,27.18,31.18,93.2,30,0,6.93,clear sky
774,Seoul,KR,37.57,126.98,78.8,94,90,11.77,thunderstorm
775,Port Hardy,CA,50.7,-127.42,57.2,100,90,3.36,moderate rain
776,Iwaki,JP,37.05,140.88,77.0,95,0,1.3,clear sky
777,Purranque,CL,-40.92,-73.17,59.0,62,40,11.41,scattered clouds
778,Nagorsk,RU,59.32,50.81,48.36,96,27,6.78,scattered clouds
779,Kulhudhuffushi,MV,6.62,73.07,82.67,79,100,19.8,moderate rain
780,Syamzha,RU,60.02,41.06,47.5,94,0,2.55,clear sky
781,Astoria,US,46.19,-123.83,66.2,72,1,5.82,clear sky
782,Moshenskoye,RU,58.51,34.59,51.78,91,34,3.4,scattered clouds
783,Ugoofaaru,MV,5.67,73.0,82.85,80,100,17.83,light rain
784,Abu Dhabi,AE,24.47,54.37,93.2,75,0,3.36,clear sky
785,Tiarei,PF,-17.53,-149.33,82.4,69,75,13.87,broken clouds
786,La Orilla,MX,17.98,-102.23,87.55,65,0,11.21,clear sky
787,Tayga,RU,56.06,85.62,57.2,93,0,3.96,clear sky
788,Mayumba,GA,-3.43,10.66,73.02,79,93,7.18,overcast clouds
789,Pochutla,MX,15.74,-96.47,93.99,52,20,11.41,few clouds
790,Buzmeyin,TM,38.05,58.21,82.4,32,0,4.7,clear sky
791,Ballina,AU,-28.87,153.57,51.01,100,14,6.71,few clouds
792,Ovsyanka,RU,55.96,92.55,59.0,93,40,2.24,scattered clouds
793,Camopi,GF,3.17,-52.32,81.9,80,19,4.12,light rain
794,Kashi,CN,39.45,75.98,78.1,29,34,13.78,scattered clouds
795,Ilihan,PH,13.63,121.08,79.79,75,100,1.86,overcast clouds
796,Merrill,US,45.18,-89.68,66.2,77,90,14.99,light intensity drizzle
797,Lethem,GY,3.38,-59.8,84.07,70,25,4.14,light rain
798,Guarapari,BR,-20.67,-40.5,75.0,62,0,6.96,clear sky
799,Abu Kamal,SY,34.45,40.92,89.62,15,0,7.7,clear sky
800,Palana,RU,59.12,159.97,50.77,76,0,1.61,clear sky
801,Pangody,RU,65.85,74.49,60.75,67,3,9.84,clear sky
802,Roseburg,US,43.22,-123.34,82.99,31,1,4.7,clear sky
803,Brae,GB,60.4,-1.35,53.6,87,88,11.41,overcast clouds
804,Kasongo-Lunda,CD,-6.47,16.82,79.7,35,11,1.66,few clouds
805,Lianran,CN,24.92,102.48,68.0,100,90,6.71,overcast clouds
806,Bijie,CN,27.31,105.29,64.96,92,25,3.78,scattered clouds
807,Medzilaborce,SK,49.27,21.9,57.0,64,87,3.02,overcast clouds
808,Gravdal,NO,68.12,13.5,64.4,68,93,6.93,overcast clouds
809,Necochea,AR,-38.55,-58.74,53.01,86,34,5.99,scattered clouds
810,Rio Grande,BR,-32.03,-52.1,73.4,69,100,8.05,overcast clouds
811,Kangaatsiaq,GL,68.31,-53.46,43.54,85,9,10.29,clear sky
812,Capesterre-Belle-Eau,GP,16.04,-61.57,87.8,66,75,11.41,broken clouds
813,Praia,CV,14.92,-23.51,84.2,74,20,9.17,few clouds
814,Iwanai,JP,42.97,140.51,64.81,89,9,6.15,clear sky
815,Sokolo,ML,14.73,-6.12,89.56,51,2,11.5,clear sky
816,Dwarka,IN,22.24,68.97,86.23,77,100,6.71,overcast clouds
817,Ouadda,CF,8.08,22.4,69.69,94,100,4.56,light rain
818,Allapalli,IN,19.42,80.07,80.01,88,100,5.48,heavy intensity rain
819,Acarau,BR,-2.89,-40.12,82.36,68,8,14.56,clear sky
820,Arvika,SE,59.66,12.59,62.6,82,56,12.75,broken clouds
821,Challapata,BO,-18.9,-66.77,61.41,24,18,7.61,few clouds
